Name,Director,Rating,Genre,Writer,Actor1,Actor2,Actor3,Production,IMDB_Rating,IMDB_Votes,Metascore,Tomato_Meter,Tomato_Rating,Tomato_Review,Tomato_Fresh,Tomato_Rotten,Tomato_User_Rating,Tomato_User_Review,Budget,BoxOffice_Income,#VALUE!,
Winter's_Bone,Debra_Granik,-0.186793297,-0.221322916,Debra_Granik,Jennifer_Lawrence,Isaiah_Stone,Ashlee_Thompson,Roadside_Attractions,7.2,84662,90,94,3.7,161,152,9,3.7,46940,2000000,6500000,3.25,
The_Grace_Card,David_G._Evans,0.139889589,-0.221322916,Howard_Klausner,Michael_Joiner,Michael_Higgenbottom,Joy_Parmer_Moore,Samuel_Goldwyn_Films,6.1,1384,43,35,4.2,26,9,17,4.2,3618,200000,2400000,12,
Letters_to_God,David_Nixon,0.56586367,-0.221322916,Patrick_Doughtie,Robyn_Lively,Jeffrey_Johnson,Tanner_Maguire,Vivendi_Entertainment,5.7,2834,31,25,3.9,20,5,15,3.9,19230,3000000,1100000,0.366666667,
The_Warrior's_Way,Sngmoo_Lee,-0.186793297,0.137533588,Sngmoo_Lee,Dong-gun_Jang,Kate_Bosworth,Geoffrey_Rush,Rogue,6.3,18452,45,29,3.2,38,11,27,3.2,26091,42000000,5700000,0.135714286,
Casino_Jack,George_Hickenlooper,-0.186793297,0.022169616,Norman_Snider,Kevin_Spacey,Ruth_Marshall,Graham_Greene,ATO_Pictures,6.2,11519,51,38,2.9,95,36,59,2.9,11195,12500000,1000000,0.08,
The_Conspirator,Robert_Redford,0.139889589,-0.164969468,James_D._Solomon,James_McAvoy,Robin_Wright,Kevin_Kline,Roadside_Attractions,6.9,19106,55,55,3.5,168,93,75,3.5,20542,25000000,11500000,0.46,
Cats_&_Dogs:_The_Revenge_of_Kitty_Galore,Brad_Peyton,0.56586367,0.137533588,Ron_J._Friedman,James_Marsden,Nick_Nolte,Christina_Applegate,Warner_Bros._Pictures,4.1,7829,30,14,2.9,95,13,82,2.9,69588,85000000,43600000,0.512941177,
The_Next_Three_Days,Paul_Haggis,0.139889589,-0.164969468,Paul_Haggis,Russell_Crowe,Elizabeth_Banks,Michael_Buie,Lionsgate,7.4,110242,52,52,3.6,161,83,78,3.6,49841,30000000,21100000,0.703333333,
TRON:_Legacy,Joseph_Kosinski,0.56586367,0.137533588,Edward_Kitsis,Jeff_Bridges,Garrett_Hedlund,Olivia_Wilde,Walt_Disney_Pictures,6.9,203546,49,51,3.5,228,117,111,3.5,166947,170000000,172100000,1.012352941,
Let_Me_In,Matt_Reeves,-0.186793297,-0.221322916,Matt_Reeves,Kodi_Smit-McPhee,Chlo_Grace_Moretz,Richard_Jenkins,Overture_Films,7.2,65328,79,88,3.7,214,189,25,3.7,63095,20000000,12100000,0.605,
Letters_to_Juliet,Gary_Winick,0.56586367,0.020052986,Jose_Rivera,Amanda_Seyfried,Marcia_DeBonis,Gael_Garca_Bernal,Summit_Entertainment,6.4,46841,50,40,3,150,60,90,3,256722,30000000,53000000,1.766666667,
The_Company_Men,John_Wells,-0.186793297,-0.221322916,John_Wells,Ben_Affleck,Tommy_Lee_Jones,Chris_Cooper,The_Weinstein_Company,6.8,29338,69,67,3.3,161,108,53,3.3,33104,15000000,4400000,0.293333333,
Love_Ranch,Taylor_Hackford,-0.186793297,0.020052986,Mark_Jacobson,Helen_Mirren,Joe_Pesci,Sergio_Peris-Mencheta,E1_Entertainment,5.6,1816,37,12,2.6,51,6,45,2.6,1162,25000000,100000,0.004,
Kick-Ass,Matthew_Vaughn,-0.186793297,0.137533588,Jane_Goldman,Aaron_Taylor-Johnson,Garrett_M._Brown,Evan_Peters,Lionsgate,7.8,315126,66,77,3.9,243,186,57,3.9,276680,28000000,20000000,0.714285714,
N-Secure,David_M._Matthews,-0.186793297,-0.164969468,Julius_Lewis,Cordell_Moore,Essence_Atkins,Denise_Boutte,Independent_Pictures,3.1,495,N/A,N/A,3.1,3,1,2,3.1,1563,1600000,2600000,1.625,
Love_&_Other_Drugs,Edward_Zwick,-0.186793297,0.020052986,Charles_Randolph,Jake_Gyllenhaal,Anne_Hathaway,Oliver_Platt,20th_Century_Fox,6.6,100302,55,49,3.3,159,78,81,3.3,72031,30000000,32400000,1.08,
The_Social_Network,David_Fincher,0.139889589,0.022169616,Aaron_Sorkin,Jesse_Eisenberg,Rooney_Mara,Bryan_Barter,Columbia_Pictures,7.8,320570,95,96,4.1,286,275,11,4.1,194462,40000000,96900000,2.4225,
Get_Him_to_the_Greek,Nicholas_Stoller,-0.186793297,0.020052986,Nicholas_Stoller,Russell_Brand,Rose_Byrne,Tyler_McKinney,Universal_Pictures,6.4,119895,65,73,3.3,190,138,52,3.3,211045,40000000,60900000,1.5225,
Skyline,Colin_Strause,0.139889589,0.137533588,Joshua_Cordes,Eric_Balfour,Scottie_Thompson,Brittany_Daniel,Universal_Pictures,4.4,64141,26,15,2.1,79,12,67,2.1,66199,15000000,79000000,5.266666667,
Every_Day,Richard_Levine,-0.186793297,0.020052986,Richard_Levine,Liev_Schreiber,Helen_Hunt,Carla_Gugino,Image_Entertainment,5.7,2206,48,34,2.8,29,10,19,2.8,4812,3000000,46000,0.015333333,
Just_Wright,Sanaa_Hamri,0.56586367,0.020052986,Michael_Elliot,Queen_Latifah,Common,Paula_Patton,20th_Century_Fox,5.6,6959,51,45,3.3,107,48,59,3.3,107929,12000000,21500000,1.791666667,
Shutter_Island,Martin_Scorsese,-0.186793297,-0.221322916,Laeta_Kalogridis,Leonardo_DiCaprio,Mark_Ruffalo,Ben_Kingsley,Paramount_Pictures,8.1,471069,63,68,3.3,241,165,76,3.3,2363882,80000000,125000000,1.5625,
Megamind,Tom_McGrath,0.56586367,0.317528821,Alan_J._Schoolcraft,Will_Ferrell,Brad_Pitt,Tina_Fey,Paramount_Pictures,7.3,114901,63,73,3.8,173,126,47,3.8,203611,130000000,148200000,1.14,
Stake_Land,Jim_Mickle,-0.186793297,-0.221322916,Nick_Damici,Connor_Paolo,Gregory_Jones,Traci_Hovel,IFC,6.5,25564,66,75,3.4,60,45,15,3.4,6474,625000,18500,0.0296,
Another_Year,Mike_Leigh,0.139889589,0.020052986,Mike_Leigh,Jim_Broadbent,Ruth_Sheen,Lesley_Manville,Sony_Pictures,7.3,18711,80,93,3.6,162,150,12,3.6,20018,8000000,3200000,0.4,
Inception,Christopher_Nolan,0.139889589,0.137533588,Christopher_Nolan,Leonardo_DiCaprio,Joseph_Gordon-Levitt,Ellen_Page,Warner_Bros._Pictures,8.8,886247,74,86,4.2,288,249,39,4.2,545644,160000000,292600000,1.82875,
Hot_Tub_Time_Machine,Steve_Pink,-0.186793297,0.547295553,Josh_Heald,John_Cusack,Clark_Duke,Craig_Robinson,MGM,6.5,108180,63,63,3.3,198,125,73,3.3,164068,36000000,48900000,1.358333333,
Lottery_Ticket,Erik_White,0.139889589,0.020052986,Abdul_Williams,Bow_Wow,Brandon_T._Jackson,Naturi_Naughton,Warner_Bros._Pictures,4.6,6254,50,35,3.1,78,27,51,3.1,29347,17000000,24700000,1.452941177,
Standing_Ovation,Stewart_Raffill,0.56586367,-0.221322916,Stewart_Raffill,Devon_Jordan,Ashley_Cutrona,Erika_Corvette,Rocky_Mountain_Pictures,3.4,404,22,6,2.6,17,1,16,2.6,22699,5600000,500000,0.089285714,
Conviction,Tony_Goldwyn,-0.186793297,0.022169616,Pamela_Gray,Hilary_Swank,Sam_Rockwell,Thomas_D._Mahard,Fox_Searchlight,7.2,26698,61,67,3.6,179,120,59,3.6,32189,12500000,6800000,0.544,
The_Extra_Man,Shari_Springer_Berman,-0.186793297,0.020052986,Robert_Pulcini,Paul_Dano,Marian_Seldes,Celia_Weston,Magnolia_Pictures,5.9,3562,56,43,2.9,68,29,39,2.9,2443,7000000,500000,0.071428571,
The_Last_Airbender,M._Night_Shyamalan,0.56586367,0.137533588,M._Night_Shyamalan,Noah_Ringer,Dev_Patel,Nicola_Peltz,Paramount_Pictures,4.4,87714,20,6,2.7,175,11,164,2.7,317810,150000000,131600000,0.877333333,
I_Saw_the_Devil,Kim_Jee-Woon,-0.43413633,-0.164969468,Hoon-jung_Park,Byung-hun_Lee,Min-sik_Choi,In-seo_Kim,Magnolia_Releasing,7.8,44864,67,80,4,80,64,16,4,15741,6000000,100000,0.016666667,
Inhale,Baltasar_Kormkur,-0.43413633,-0.221322916,Walter_A._Doty_III,Mia_Stallard,Dermot_Mulroney,Diane_Kruger,IFC_Films,6.7,4207,39,39,3.1,23,9,14,3.1,6593,10000000,3000,0.0003,
Percy_Jackson_&_the_Lightning_Thief,Chris_Columbus,0.56586367,0.547295553,Craig_Titley,Logan_Lerman,Brandon_T._Jackson,Alexandra_Daddario,20th_Century_Fox,5.9,98478,47,49,3.3,141,69,72,3.3,249209,95000000,86700000,0.912631579,
Green_Zone,Paul_Greengrass,-0.186793297,0.137533588,Brian_Helgeland,Igal_Naor,Said_Faraj,Faycal_Attougui,Universal_Pictures,6.9,88312,63,53,3.4,180,95,85,3.4,151405,100000000,33100000,0.331,
My_Soul_to_Take,Wes_Craven,-0.186793297,-0.193305258,Wes_Craven,Max_Thieriot,John_Magaro,Denzel_Whitaker,Universal_Pictures,4.7,13120,25,9,2.5,58,5,53,2.5,32914,25000000,14600000,0.584,
Daylight,David_Barker,-0.167769471,-0.193305258,David_Barker,Alexandra_Meierhans,Ivan_Martin,Michael_Godere,Cinema_Purgatorio,5.3,150,72,90,3.5,10,9,1,3.5,588,80000000,159200000,1.99,
Diary_of_a_Wimpy_Kid,Thor_Freudenthal,0.56586367,0.020052986,Jackie_Filgo,Zachary_Gordon,Robert_Capron,Rachael_Harris,20th_Century_Fox,6.2,23001,56,53,3.2,105,56,49,3.2,100866,15000000,64000000,4.266666667,
For_Colored_Girls,Tyler_Perry,-0.186793297,-0.221322916,Tyler_Perry,Kimberly_Elise,Janet_Jackson,Loretta_Devine,Lionsgate,5.6,5068,50,32,3.8,103,33,70,3.8,28592,25000000,37700000,1.508,
The_Last_Song,Julie_Anne_Robinson,0.56586367,-0.221322916,Nicholas_Sparks,Miley_Cyrus,Greg_Kinnear,Bobby_Coleman,Walt_Disney_Studios,5.4,36873,33,20,3.5,115,23,92,3.5,158552,20000000,42400000,2.12,
The_Virginity_Hit,Huck_Botko,-0.186793297,0.020052986,Andrew_Gurland,Matt_Bennett,Zack_Pearlman,Jacob_Davich,Sony_Pictures,4.6,3038,40,29,2.6,49,14,35,2.6,13651,23000000,500000,0.02173913,
Secretariat,Randall_Wallace,0.56586367,-0.221322916,Mike_Rich,Diane_Lane,John_Malkovich,Dylan_Walsh,Walt_Disney_Pictures,7.2,16020,61,64,3.8,144,92,52,3.8,48800,35000000,59700000,1.705714286,
Machete,Ethan_Maniquis,-0.186793297,0.137533588,Robert_Rodriguez,Danny_Trejo,Robert_De_Niro,Jessica_Alba,20th_Century_Fox,6.8,134691,60,72,3.4,180,130,50,3.4,107453,10500000,26600000,2.533333333,
She's_Out_of_My_League,Jim_Field_Smith,-0.186793297,0.020052986,Sean_Anders,Jay_Baruchel,Alice_Eve,T.J._Miller,Paramount_Pictures,6.4,79442,46,58,3.4,131,76,55,3.4,104795,20000000,28700000,1.435,
Dylan_Dog:_Dead_of_Night,Kevin_Munroe,0.139889589,0.020052986,Thomas_Dean_Donnelly,Brandon_Routh,Anita_Briem,Sam_Huntington,Freestyle_Releasing,5.1,10730,31,8,2.7,39,3,36,2.7,14971,20000000,1200000,0.06,
Waiting_for_Forever,James_Keach,0.139889589,-0.221322916,Steve_Adams,Rachel_Bilson,Tom_Sturridge,Richard_Jenkins,Freestyle_Releasing,6,13102,26,6,3,18,1,17,3,13132,5000000,21000,0.0042,
Somewhere,Sofia_Coppola,-0.186793297,-0.221322916,Sofia_Coppola,Stephen_Dorff,Chris_Pontius,Erin_Wasson,Focus_Features,6.3,27952,67,71,3,178,127,51,3,26258,7000000,1800000,0.257142857,
Jonah_Hex,Jimmy_Hayward,0.139889589,0.137533588,Mark_Neveldine,Josh_Brolin,John_Malkovich,Megan_Fox,Warner_Bros._Pictures,4.6,35964,33,12,2.4,145,18,127,2.4,169352,47000000,10500000,0.223404255,
Dinner_for_Schmucks,Jay_Roach,0.139889589,0.020052986,David_Guion,Steve_Carell,Paul_Rudd,Zach_Galifianakis,Paramount_Pictures,5.9,63817,56,42,3.1,186,79,107,3.1,117793,69000000,73000000,1.057971015,
Knight_and_Day,James_Mangold,0.139889589,0.137533588,Patrick_O'Neill,Tom_Cruise,Cameron_Diaz,Peter_Sarsgaard,20th_Century_Fox,6.3,109923,46,52,3.2,218,114,104,3.2,196107,125000000,76400000,0.6112,
Love_Crime,Alain_Corneau,-0.43413633,-0.164969468,Alain_Corneau,Ludivine_Sagnier,Kristin_Scott_Thomas,Patrick_Mille,IFC_Films,6.4,3115,63,64,3.2,78,50,28,3.2,1741,970000,500000,0.515463918,
Incendies,Denis_Villeneuve,-0.186793297,-0.221322916,Valrie_Beaugrand-Champagne,Mustafa_Kamel,Hussein_Sami,Rmy_Girard,Sony_Pictures,8.2,41537,82,92,4.3,118,109,9,4.3,15074,6800000,6900000,1.014705882,
Little_Fockers,Paul_Weitz,0.139889589,0.020052986,John_Hamburg,Robert_De_Niro,Ben_Stiller,Owen_Wilson,Universal_Pictures,5.4,62693,27,10,2.9,146,14,132,2.9,131049,100000000,148400000,1.484,
Predators,Nimrd_Antal,-0.186793297,0.137533588,Alex_Litvak,Adrien_Brody,Topher_Grace,Alice_Braga,20th_Century_Fox,6.4,134461,51,64,3.2,185,118,67,3.2,156889,40000000,52000000,1.3,
Preacher's_Kid,Stan_Foster,0.139889589,-0.221322916,Stan_Foster,Letoya_Luckett,Durrell_Babbs,Tammy_Townsend,Gener8Xion_Entertainment,5,481,N/A,50,3.6,6,3,3,3.6,900,3000000,400000,0.133333333,
Step_Up_3D,Jon_M._Chu,0.139889589,-0.221322916,Amy_Andelson,Rick_Malambri,Adam_G._Sevani,Sharni_Vinson,Touchstone_Pictures,6.1,32510,45,46,3.6,117,54,63,3.6,99273,30000000,42400000,1.413333333,
Legend_of_the_Guardians:_The_Owls_of_Ga'Hoole,Zack_Snyder,0.56586367,0.317528821,John_Orloff,Emily_Barclay,Joel_Edgerton,Anthony_LaPaglia,Warner_Bros._Pictures,6.9,49611,53,50,3.5,121,60,61,3.5,68902,80000000,55700000,0.69625,
The_A-Team,Joe_Carnahan,0.139889589,0.137533588,Joe_Carnahan,Liam_Neeson,Bradley_Cooper,Jessica_Biel,20th_Century_Fox,6.9,163163,47,47,3.6,203,95,108,3.6,196111,110000000,77200000,0.701818182,
13_Assassins,Takashi_Miike,-0.186793297,0.137533588,Kaneo_Ikegami,Kji_Yakusho,Takayuki_Yamada,Ysuke_Iseya,Magnet_Releasing,7.6,38559,87,96,4.1,117,112,5,4.1,20763,6000000,800000,0.133333333,
Flipped,Rob_Reiner,0.56586367,0.020052986,Rob_Reiner,Madeline_Carroll,Callan_McAuliffe,Rebecca_De_Mornay,Warner_Bros._Pictures,7.6,35981,45,56,3.8,72,40,32,3.8,18442,14000000,1800000,0.128571429,
Easy_A,Will_Gluck,0.139889589,0.020052986,Bert_V._Royal,Emma_Stone,Penn_Badgley,Amanda_Bynes,Screen_Gems,7.2,176147,72,85,3.8,178,152,26,3.8,122769,8000000,58400000,7.3,
The_Fighter,David_O._Russell,-0.186793297,0.022169616,Scott_Silver,Mark_Wahlberg,Christian_Bale,Amy_Adams,Paramount_Pictures,7.9,190771,79,91,4.1,233,211,22,4.1,115058,25000000,93600000,3.744,
Henry's_Crime,Malcolm_Venville,-0.186793297,0.020052986,Sacha_Gervasi,Keanu_Reeves,Judy_Greer,Fisher_Stevens,Moving_Pictures,5.9,12236,49,40,2.6,53,21,32,2.6,6577,12000000,100000,0.008333333,
Takers,John_Luessenhop,0.139889589,0.137533588,Peter_Allen,Chris_Brown,Hayden_Christensen,Matt_Dillon,Screen_Gems,6.1,36100,45,28,3.6,110,31,79,3.6,124040,32000000,57700000,1.803125,
Beginners,Mike_Mills,-0.186793297,0.020052986,Mike_Mills,Ewan_McGregor,Christopher_Plummer,Mlanie_Laurent,Focus_Features,7.2,51838,81,84,3.8,147,124,23,3.8,22425,3200000,5800000,1.8125,
Barney's_Version,Richard_J._Lewis,-0.186793297,0.020052986,Mordecai_Richler,Paul_Giamatti,Macha_Grenon,Paul_Gross,Sony_Pictures,7.3,17098,67,80,3.7,131,105,26,3.7,17794,30000000,7500000,0.25,
Eat_Pray_Love,Ryan_Murphy,0.139889589,-0.221322916,Ryan_Murphy,Julia_Roberts,I._Gusti_Ayu_Puspawati,Hadi_Subiyanto,Sony_Pictures,5.5,44779,50,36,3,195,71,124,3,98724,60000000,80600000,1.343333333,
Toy_Story_3,Lee_Unkrich,0.057765127,0.317528821,John_Lasseter,Tom_Hanks,Tim_Allen,Joan_Cusack,Walt_Disney_Pictures,8.5,339706,92,99,4.3,266,263,3,4.3,570900,200000000,415000000,2.075,
How_Do_You_Know,James_L._Brooks,0.139889589,0.020052986,James_L._Brooks,Reese_Witherspoon,Paul_Rudd,Owen_Wilson,Columbia_Pictures,5.3,28197,46,32,2.5,147,47,100,2.5,41017,120000000,30200000,0.251666667,
Hesher,Spencer_Susser,-0.186793297,-0.221322916,Spencer_Susser,Joseph_Gordon-Levitt,Devin_Brochu,Rainn_Wilson,Newmarket_Films,7,34544,45,54,3.4,69,37,32,3.4,18713,7000000,400000,0.057142857,
Passion_Play,Mitch_Glazer,-0.186793297,-0.221322916,Mitch_Glazer,Mickey_Rourke,Megan_Fox,Bill_Murray,Image_Entertainment,4.5,4451,22,3,2.1,32,1,31,2.1,2594,15000000,2100,0.00014,
Buried,Rodrigo_Corts,-0.186793297,-0.221322916,Chris_Sparling,Ryan_Reynolds,Jos_Luis_Garca_Prez,Robert_Paterson,Lionsgate,7,90491,65,87,3.4,151,131,20,3.4,61471,1987650,1000000,0.503106684,
Centurion,Neil_Marshall,-0.186793297,0.137533588,Neil_Marshall,Michael_Fassbender,Andreas_Wisniewski,Dave_Legeno,Magnolia_Pictures,6.4,50022,62,59,3.1,103,61,42,3.1,46631,12000000,100000,0.008333333,
Tiny_Furniture,Lena_Dunham,-0.43413633,0.020052986,Lena_Dunham,Lena_Dunham,Laurie_Simmons,Grace_Dunham,IFC,6.3,7122,72,77,3.2,93,72,21,3.2,9537,65000,400000,6.153846154,
The_Twilight_Saga:_Eclipse,David_Slade,0.139889589,0.547295553,Melissa_Rosenberg,Xavier_Samuel,Kristen_Stewart,Robert_Pattinson,Summit_Entertainment,4.9,140535,58,49,3.6,234,114,120,3.6,327031,68000000,300500000,4.419117647,
Yogi_Bear,Eric_Brevig,0.56586367,0.317528821,J.R._Ventimilia,Dan_Aykroyd,Justin_Timberlake,Anna_Faris,Warner_Bros._Pictures,4.5,12815,35,13,2.8,101,13,88,2.8,55086,80000000,100200000,1.2525,
A_Nightmare_on_Elm_Street,Samuel_Bayer,-0.186793297,-0.193305258,Wesley_Strick,Jackie_Earle_Haley,Kyle_Gallner,Rooney_Mara,Warner_Bros._Pictures,5.2,57588,35,15,3,167,25,142,3,197570,1800000,25500000,14.16666667,
Despicable_Me,Pierre_Coffin,0.56586367,0.317528821,Cinco_Paul,Steve_Carell,Jason_Segel,Russell_Brand,Universal_Pictures,7.7,228026,72,81,4,191,154,37,4,250648,69000000,251500000,3.644927536,
MacGruber,Jorma_Taccone,-0.186793297,0.137533588,Will_Forte,Will_Forte,Kristen_Wiig,Ryan_Phillippe,Universal_Pictures,5.4,29065,43,47,2.6,133,63,70,2.6,119108,10000000,8000000,0.8,
It's_Kind_of_a_Funny_Story,Ryan_Fleck,0.139889589,0.020052986,Anna_Boden,Keir_Gilchrist,Dana_DeVestern,Lauren_Graham,Focus_Features,7.1,71344,63,59,3.6,128,75,53,3.6,32236,8000000,6400000,0.8,
Veer,Anil_Sharma,-0.167769471,0.137533588,Shailesh_Verma,Salman_Khan,Jackie_Shroff,Sohail_Khan,Eros_Entertainment,4.7,2341,N/A,N/A,3.3,2,2,0,3.3,1116,6000000,8800000,1.466666667,
Vampires_Suck,Aaron_Seltzer,0.139889589,0.020052986,Jason_Friedberg,Jenn_Proske,Matt_Lanter,Diedrich_Bader,20th_Century_Fox,3.5,32236,18,4,2.5,83,3,80,2.5,74335,20000000,36700000,1.835,
You_Again,Andy_Fickman,0.56586367,0.020052986,Moe_Jelline,Kristen_Bell,Jamie_Lee_Curtis,Sigourney_Weaver,Touchstone_Pictures,5.7,30851,28,17,3.1,93,16,77,3.1,58573,20000000,25700000,1.285,
Grown_Ups,Dennis_Dugan,0.139889589,0.020052986,Adam_Sandler,Adam_Sandler,Kevin_James,Chris_Rock,Sony_Pictures,5.9,126700,30,10,3.5,163,16,147,3.5,265289,80000000,162000000,2.025,
Vanishing_on_7th_Street,Brad_Anderson,-0.186793297,-0.193305258,Anthony_Jaswinski,Hayden_Christensen,John_Leguizamo,Thandie_Newton,Magnet_Releasing,4.8,18158,50,51,2.4,53,27,26,2.4,16603,10000000,22200,0.00222,
127_Hours,Danny_Boyle,-0.186793297,0.547295553,Danny_Boyle,James_Franco,Kate_Mara,Amber_Tamblyn,Fox_Searchlight,7.7,202083,82,93,4,215,201,14,4,90415,18000000,18300000,1.016666667,
Ramona_and_Beezus,Elizabeth_Allen,0.057765127,0.547295553,Laurie_Craig,Joey_King,Selena_Gomez,John_Corbett,20th_Century_Fox,6.7,10468,56,70,3.6,87,61,26,3.6,64180,15000000,26200000,1.746666667,
You_Will_Meet_a_Tall_Dark_Stranger,Woody_Allen,-0.186793297,0.020052986,Woody_Allen,Gemma_Jones,Pauline_Collins,Anthony_Hopkins,Sony_Pictures,6.3,25945,51,46,2.9,129,59,70,2.9,18354,15000000,3200000,0.213333333,
Charlie_St._Cloud,Burr_Steers,0.139889589,-0.221322916,Craig_Pearce,Zac_Efron,Charlie_Tahan,Amanda_Crew,Universal_Pictures,6.3,32133,37,28,3.4,123,34,89,3.4,90794,44000000,31100000,0.706818182,
Rabbit_Hole,John_Cameron_Mitchell,0.139889589,-0.221322916,David_Lindsay-Abaire,Nicole_Kidman,Aaron_Eckhart,Dianne_Wiest,Lionsgate_Films,7,33730,76,86,3.6,189,163,26,3.6,30466,5000000,2200000,0.44,
Piranha_3D,Alexandre_Aja,-0.186793297,0.020052986,Pete_Goldfinger,Richard_Dreyfuss,Ving_Rhames,Elisabeth_Shue,Dimension_Films,5.6,59027,53,73,3,120,88,32,3,78624,24000000,25000000,1.041666667,
The_Other_Guys,Adam_McKay,0.139889589,0.137533588,Adam_McKay,Will_Ferrell,Derek_Jeter,Mark_Wahlberg,Columbia_Pictures,6.6,134890,64,79,3.3,196,154,42,3.3,154679,100000000,119200000,1.192,
From_Paris_with_Love,Pierre_Morel,-0.186793297,0.137533588,Adi_Hasak,John_Travolta,Jonathan_Rhys_Meyers,Kasia_Smutniak,Lionsgate_Films,6.5,79412,42,37,3.3,154,57,97,3.3,154699,52000000,24000000,0.461538462,
Repo_Men,Miguel_Sapochnik,-0.186793297,0.137533588,Eric_Garcia,Jude_Law,Forest_Whitaker,Alice_Braga,Universal_Pictures,6.3,72487,32,22,3,146,32,114,3,99618,32000000,13200000,0.4125,
The_Spy_Next_Door,Brian_Levant,0.56586367,0.137533588,Jonathan_Bernstein,Jackie_Chan,Amber_Valletta,Madeline_Carroll,Lionsgate,5.4,21731,27,12,3.1,89,11,78,3.1,105421,28000000,24300000,0.867857143,
Certified_Copy,Abbas_Kiarostami,-0.43413633,-0.221322916,Caroline_Eliacheff,Juliette_Binoche,William_Shimell,Jean-Claude_Carrire,Artificial_Eye_Film_Co._Ltd,7.1,10289,82,88,3.6,119,105,14,3.6,5805,800000,1300000,1.625,
Please_Give,Nicole_Holofcener,-0.186793297,0.020052986,Nicole_Holofcener,Rebecca_Hall,Elizabeth_Keener,Elise_Ivy,Sony_Pictures,6.6,8430,78,87,3.4,134,116,18,3.4,11220,3000000,4000000,1.333333333,
Date_Night,Shawn_Levy,0.139889589,0.020052986,Josh_Klausner,Steve_Carell,Tina_Fey,Mark_Wahlberg,20th_Century_Fox,6.3,99566,56,67,3.3,221,148,73,3.3,227535,55000000,98700000,1.794545455,
Iron_Man_2,Kenneth_Branagh,0.139889589,0.137533588,Justin_Theroux,Robert_Downey_Jr.,Gwyneth_Paltrow,Don_Cheadle,Paramount_Pictures,7,319040,57,73,3.7,275,201,74,3.7,464106,200000000,312100000,1.5605,
Twelve,Joel_Schumacher,-0.186793297,-0.221322916,Jordan_Melamed,Chace_Crawford,Rory_Culkin,Philip_Ettinger,Hannover_House,5.7,8888,22,3,2.8,29,1,28,2.8,13030,5000000,200000,0.04,
Hereafter,Clint_Eastwood,0.139889589,-0.221322916,Peter_Morgan,Ccile_De_France,Thierry_Neuvic,Cyndi_Mayo_Davis,Warner_Bros._Pictures,6.5,67800,56,46,2.9,217,100,117,2.9,66239,50000000,32700000,0.654,
The_Book_of_Eli,Albert_Hughes,-0.186793297,0.137533588,Gary_Whitta,Denzel_Washington,Gary_Oldman,Mila_Kunis,Warner_Bros._Pictures,6.9,165251,53,48,3.4,192,92,100,3.4,346762,80000000,94300000,1.17875,
Welcome_to_the_Rileys,Jake_Scott,-0.186793297,-0.221322916,Ken_Hixon,James_Gandolfini,Kristen_Stewart,Melissa_Leo,Destination_Films,7,15041,50,55,3.4,78,43,35,3.4,17161,10000000,200000,0.02,
Paranormal_Activity_2,Tod_Williams,-0.186793297,-0.193305258,Michael_R._Perry,David_Bierend,Brian_Boland,Molly_Ephraim,Paramount_Pictures,5.7,61634,53,58,3.2,130,76,54,3.2,100731,5000000,84700000,16.94,
Insidious,James_Wan,0.139889589,-0.193305258,Leigh_Whannell,Patrick_Wilson,Rose_Byrne,Ty_Simpkins,FilmDistrict,6.8,118348,52,66,3.5,164,108,56,3.5,124139,1500000,54000000,36,
The_Back-up_Plan,Alan_Poul,0.139889589,0.020052986,Kate_Angelo,Jennifer_Lopez,Alex_O'Loughlin,Michaela_Watkins,CBS_Films,5,29546,34,19,3.1,140,26,114,3.1,134482,35000000,37500000,1.071428571,
Legendary,Mel_Damski,0.139889589,-0.221322916,John_Posey,Patricia_Clarkson,Devon_Graye,John_Cena,Samuel_Goldwyn_Films,6.1,3240,39,17,3.6,42,7,35,3.6,3190,5000000,200000,0.04,
Marley_&_Me,David_Frankel,0.56586367,0.020052986,Scott_Frank,Owen_Wilson,Jennifer_Aniston,Eric_Dane,20th_Century_Fox,7,85748,53,64,3.8,137,87,50,3.8,262242,60000000,143100000,2.385,
Revolutionary_Road,Sam_Mendes,-0.186793297,-0.221322916,Justin_Haythe,Kate_Winslet,Leonardo_DiCaprio,Christopher_Fitzgerald,Paramount_Pictures,7.3,116794,69,68,3.5,202,138,64,3.5,104238,35000000,22900000,0.654285714,
Forgetting_Sarah_Marshall,Nicholas_Stoller,-0.186793297,0.020052986,Jason_Segel,Jason_Segel,Kristen_Bell,Mila_Kunis,Universal_Pictures,7.2,168819,67,84,3.3,180,152,28,3.3,636685,30000000,62700000,2.09,
Gran_Torino,Clint_Eastwood,-0.186793297,-0.221322916,Nick_Schenk,Clint_Eastwood,Christopher_Carley,Bee_Vang,Warner_Bros._Pictures,8.2,388415,72,79,4.1,223,177,46,4.1,325056,33000000,148100000,4.487878788,
Mamma_Mia!,Phyllida_Lloyd,0.139889589,0.020052986,Catherine_Johnson,Amanda_Seyfried,Stellan_Skarsgrd,Pierce_Brosnan,Universal_Pictures,6.3,101393,51,54,3.6,178,97,81,3.6,433892,52000000,143700000,2.763461539,
